sku,name,brand,category,base_price,coverage_m2,desc
EL-052,Stop Kontak Arde Seri 61,Panasonic,electrical & lighting,347974.95,1.0,Stop kontak dinding arde pengaman anak Panasonic seri Seri 61 dengan material polikarbonat tahan panas tinggi.
EL-053,Kabel Listrik NYM 2x1.5,Broco,electrical & lighting,397104.69,1.0,Kabel instalasi listrik rumah Broco tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-054,Lampu Gantung Hias Minimalis DL-853,Hannochs,electrical & lighting,360224.27,1.0,Lampu gantung dekoratif plafon model DL-853 cocok untuk mempercantik meja makan atau ruang tamu.
EL-055,Smart LED Bulb Wi-Fi 5W,Supreme,electrical & lighting,209481.48,1.0,Lampu bohlam pintar Supreme 5W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-056,MCB 1 Phase 16A,Eterna,electrical & lighting,77946.41,1.0,Sekring pemutus arus MCB 1 phase Eterna daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-057,Lampu LED Bulb MyCare 9W,Philips,electrical & lighting,417343.54,1.0,Lampu bohlam LED hemat energi Philips daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-058,Downlight LED Slim Round 5W,Schneider,electrical & lighting,48007.78,1.0,Lampu plafon downlight tanam bulat Schneider daya 5W warna cahaya putih/kuning dengan desain tipis modern.
EL-059,Saklar Tunggal AvatarOn,Panasonic,electrical & lighting,580225.07,1.0,Saklar dinding satu geng Panasonic seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-060,Stop Kontak Arde Seri 69,Broco,electrical & lighting,350189.42,1.0,Stop kontak dinding arde pengaman anak Broco seri Seri 69 dengan material polikarbonat tahan panas tinggi.
EL-061,Kabel Listrik NYM 2x1.5,Hannochs,electrical & lighting,519979.51,1.0,Kabel instalasi listrik rumah Hannochs tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-062,Lampu Gantung Hias Minimalis DL-861,Supreme,electrical & lighting,154393.38,1.0,Lampu gantung dekoratif plafon model DL-861 cocok untuk mempercantik meja makan atau ruang tamu.
EL-063,Smart LED Bulb Wi-Fi 9W,Eterna,electrical & lighting,630245.67,1.0,Lampu bohlam pintar Eterna 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-064,MCB 1 Phase 10A,Philips,electrical & lighting,513287.4,1.0,Sekring pemutus arus MCB 1 phase Philips daya 10A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-065,Lampu LED Bulb MyCare 9W,Schneider,electrical & lighting,204446.23,1.0,Lampu bohlam LED hemat energi Schneider daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-066,Downlight LED Slim Round 12W,Panasonic,electrical & lighting,161648.33,1.0,Lampu plafon downlight tanam bulat Panasonic daya 12W warna cahaya putih/kuning dengan desain tipis modern.
EL-067,Saklar Tunggal AvatarOn,Broco,electrical & lighting,470819.33,1.0,Saklar dinding satu geng Broco seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-068,Stop Kontak Arde Seri 77,Hannochs,electrical & lighting,73785.9,1.0,Stop kontak dinding arde pengaman anak Hannochs seri Seri 77 dengan material polikarbonat tahan panas tinggi.
EL-069,Kabel Listrik NYM 2x1.5,Supreme,electrical & lighting,512217.14,1.0,Kabel instalasi listrik rumah Supreme tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-070,Lampu Gantung Hias Minimalis DL-869,Eterna,electrical & lighting,316642.38,1.0,Lampu gantung dekoratif plafon model DL-869 cocok untuk mempercantik meja makan atau ruang tamu.
EL-071,Smart LED Bulb Wi-Fi 9W,Philips,electrical & lighting,126598.29,1.0,Lampu bohlam pintar Philips 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-072,MCB 1 Phase 16A,Schneider,electrical & lighting,256205.18,1.0,Sekring pemutus arus MCB 1 phase Schneider daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-073,Lampu LED Bulb MyCare 5W,Panasonic,electrical & lighting,660287.28,1.0,Lampu bohlam LED hemat energi Panasonic daya 5W dengan teknologi EyeComfort yang nyaman di mata.
EL-074,Downlight LED Slim Round 19W,Broco,electrical & lighting,224486.59,1.0,Lampu plafon downlight tanam bulat Broco daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-075,Saklar Tunggal AvatarOn,Hannochs,electrical & lighting,384325.07,1.0,Saklar dinding satu geng Hannochs seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-076,Stop Kontak Arde Seri 85,Supreme,electrical & lighting,256082.48,1.0,Stop kontak dinding arde pengaman anak Supreme seri Seri 85 dengan material polikarbonat tahan panas tinggi.
EL-077,Kabel Listrik NYM 2x1.5,Eterna,electrical & lighting,242419.16,1.0,Kabel instalasi listrik rumah Eterna tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-078,Lampu Gantung Hias Minimalis DL-877,Philips,electrical & lighting,640772.18,1.0,Lampu gantung dekoratif plafon model DL-877 cocok untuk mempercantik meja makan atau ruang tamu.
EL-079,Smart LED Bulb Wi-Fi 5W,Schneider,electrical & lighting,688187.35,1.0,Lampu bohlam pintar Schneider 5W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-080,MCB 1 Phase 16A,Panasonic,electrical & lighting,409244.07,1.0,Sekring pemutus arus MCB 1 phase Panasonic daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-081,Lampu LED Bulb MyCare 9W,Broco,electrical & lighting,172419.13,1.0,Lampu bohlam LED hemat energi Broco daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-082,Downlight LED Slim Round 5W,Hannochs,electrical & lighting,92036.4,1.0,Lampu plafon downlight tanam bulat Hannochs daya 5W warna cahaya putih/kuning dengan desain tipis modern.
EL-083,Saklar Tunggal AvatarOn,Supreme,electrical & lighting,298446.78,1.0,Saklar dinding satu geng Supreme seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-084,Stop Kontak Arde Seri 93,Eterna,electrical & lighting,608371.7,1.0,Stop kontak dinding arde pengaman anak Eterna seri Seri 93 dengan material polikarbonat tahan panas tinggi.
EL-085,Kabel Listrik NYM 2x1.5,Philips,electrical & lighting,655368.54,1.0,Kabel instalasi listrik rumah Philips tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-086,Lampu Gantung Hias Minimalis DL-885,Schneider,electrical & lighting,178560.63,1.0,Lampu gantung dekoratif plafon model DL-885 cocok untuk mempercantik meja makan atau ruang tamu.
EL-087,Smart LED Bulb Wi-Fi 9W,Panasonic,electrical & lighting,687969.94,1.0,Lampu bohlam pintar Panasonic 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-088,MCB 1 Phase 10A,Broco,electrical & lighting,425257.49,1.0,Sekring pemutus arus MCB 1 phase Broco daya 10A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-089,Lampu LED Bulb MyCare 9W,Hannochs,electrical & lighting,411896.34,1.0,Lampu bohlam LED hemat energi Hannochs daya 9W dengan teknologi EyeComfort yang nyaman di mata.
EL-090,Downlight LED Slim Round 19W,Supreme,electrical & lighting,285742.35,1.0,Lampu plafon downlight tanam bulat Supreme daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-091,Saklar Tunggal AvatarOn,Eterna,electrical & lighting,607042.05,1.0,Saklar dinding satu geng Eterna seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-092,Stop Kontak Arde Seri 101,Philips,electrical & lighting,293761.07,1.0,Stop kontak dinding arde pengaman anak Philips seri Seri 101 dengan material polikarbonat tahan panas tinggi.
EL-093,Kabel Listrik NYM 2x1.5,Schneider,electrical & lighting,651461.51,1.0,Kabel instalasi listrik rumah Schneider tipe NYM ukuran 2x1.5 dengan kawat tembaga murni bersertifikasi SNI.
EL-094,Lampu Gantung Hias Minimalis DL-893,Panasonic,electrical & lighting,426150.88,1.0,Lampu gantung dekoratif plafon model DL-893 cocok untuk mempercantik meja makan atau ruang tamu.
EL-095,Smart LED Bulb Wi-Fi 9W,Broco,electrical & lighting,167239.04,1.0,Lampu bohlam pintar Broco 9W terkoneksi Wi-Fi yang dapat diatur warna cahaya dan kecerahan via smartphone.
EL-096,MCB 1 Phase 16A,Hannochs,electrical & lighting,629187.97,1.0,Sekring pemutus arus MCB 1 phase Hannochs daya 16A untuk proteksi korsleting dan beban lebih listrik rumah.
EL-097,Lampu LED Bulb MyCare 5W,Supreme,electrical & lighting,578436.45,1.0,Lampu bohlam LED hemat energi Supreme daya 5W dengan teknologi EyeComfort yang nyaman di mata.
EL-098,Downlight LED Slim Round 19W,Eterna,electrical & lighting,146969.39,1.0,Lampu plafon downlight tanam bulat Eterna daya 19W warna cahaya putih/kuning dengan desain tipis modern.
EL-099,Saklar Tunggal AvatarOn,Philips,electrical & lighting,547227.31,1.0,Saklar dinding satu geng Philips seri AvatarOn dengan desain stylish frameless yang mudah dipasang.
EL-100,Stop Kontak Arde Seri 109,Schneider,electrical & lighting,742984.57,1.0,Stop kontak dinding arde pengaman anak Schneider seri Seri 109 dengan material polikarbonat tahan panas tinggi.
TM-001,Mesin Bor Listrik Impact Drill TS-300,Bosch,tools & machinery,4727858.97,1.0,"Mesin bor listrik impact Bosch model TS-300 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-002,Mesin Gerinda Tangan Angle Grinder TS-301,Makita,tools & machinery,717645.45,1.0,Mesin gerinda potong tangan Makita tipe TS-301 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-003,Obeng Set Magnetic 6 pcs,DeWalt,tools & machinery,80387.36,1.0,Paket obeng set magnetik DeWalt isi 6 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-004,Kunci Inggris Chrome 8 Inch,Stanley,tools & machinery,3102551.95,1.0,Kunci pas inggris adjustable Stanley ukuran 8 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-005,Tang Kombinasi Insulasi 10 Inch,Kenmaster,tools & machinery,67830.35,1.0,Tang kombinasi serbaguna Kenmaster ukuran 10 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-006,Palu Kambing Claw Hammer 20 oz,Tekiro,tools & machinery,2663558.62,1.0,Palu kambing pencabut paku Tekiro berat 20 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-007,Gergaji Kayu Hand Saw 10 Inch,Ryu,tools & machinery,2528502.6,1.0,Gergaji potong kayu manual Ryu panjang 10 inch dengan mata pisau tajam presisi tinggi.
TM-008,Meteran Gulung Steel Tape 12m,Bosch,tools & machinery,4593112.51,1.0,Meteran gulung baja Bosch panjang 12 meter dengan penguncian otomatis dan klip sabuk.
TM-009,Kotak Perkakas Tool Box Plastik 10,Makita,tools & machinery,3112211.88,1.0,Kotak penyimpanan perkakas tool box Makita ukuran 10 dari plastik tebal kokoh dengan sekat organizer baut.
TM-010,Mesin Bor Listrik Impact Drill TS-309,DeWalt,tools & machinery,3981858.89,1.0,"Mesin bor listrik impact DeWalt model TS-309 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-011,Mesin Gerinda Tangan Angle Grinder TS-310,Stanley,tools & machinery,2313923.81,1.0,Mesin gerinda potong tangan Stanley tipe TS-310 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-012,Obeng Set Magnetic 24 pcs,Kenmaster,tools & machinery,3431266.67,1.0,Paket obeng set magnetik Kenmaster isi 24 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-013,Kunci Inggris Chrome 10 Inch,Tekiro,tools & machinery,2047206.75,1.0,Kunci pas inggris adjustable Tekiro ukuran 10 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-014,Tang Kombinasi Insulasi 12 Inch,Ryu,tools & machinery,3196454.2,1.0,Tang kombinasi serbaguna Ryu ukuran 12 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-015,Palu Kambing Claw Hammer 16 oz,Bosch,tools & machinery,4232062.43,1.0,Palu kambing pencabut paku Bosch berat 16 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-016,Gergaji Kayu Hand Saw 8 Inch,Makita,tools & machinery,4598590.75,1.0,Gergaji potong kayu manual Makita panjang 8 inch dengan mata pisau tajam presisi tinggi.
TM-017,Meteran Gulung Steel Tape 10m,DeWalt,tools & machinery,2395858.93,1.0,Meteran gulung baja DeWalt panjang 10 meter dengan penguncian otomatis dan klip sabuk.
TM-018,Kotak Perkakas Tool Box Plastik 12,Stanley,tools & machinery,4500082.35,1.0,Kotak penyimpanan perkakas tool box Stanley ukuran 12 dari plastik tebal kokoh dengan sekat organizer baut.
TM-019,Mesin Bor Listrik Impact Drill TS-318,Kenmaster,tools & machinery,112742.44,1.0,"Mesin bor listrik impact Kenmaster model TS-318 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-020,Mesin Gerinda Tangan Angle Grinder TS-319,Tekiro,tools & machinery,4646864.08,1.0,Mesin gerinda potong tangan Tekiro tipe TS-319 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-021,Obeng Set Magnetic 6 pcs,Ryu,tools & machinery,1228944.44,1.0,Paket obeng set magnetik Ryu isi 6 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-022,Kunci Inggris Chrome 8 Inch,Bosch,tools & machinery,3786600.0,1.0,Kunci pas inggris adjustable Bosch ukuran 8 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-023,Tang Kombinasi Insulasi 10 Inch,Makita,tools & machinery,3736191.83,1.0,Tang kombinasi serbaguna Makita ukuran 10 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-024,Palu Kambing Claw Hammer 20 oz,DeWalt,tools & machinery,2205143.18,1.0,Palu kambing pencabut paku DeWalt berat 20 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-025,Gergaji Kayu Hand Saw 10 Inch,Stanley,tools & machinery,3853113.07,1.0,Gergaji potong kayu manual Stanley panjang 10 inch dengan mata pisau tajam presisi tinggi.
TM-026,Meteran Gulung Steel Tape 12m,Kenmaster,tools & machinery,3183420.43,1.0,Meteran gulung baja Kenmaster panjang 12 meter dengan penguncian otomatis dan klip sabuk.
TM-027,Kotak Perkakas Tool Box Plastik 10,Tekiro,tools & machinery,1801602.6,1.0,Kotak penyimpanan perkakas tool box Tekiro ukuran 10 dari plastik tebal kokoh dengan sekat organizer baut.
TM-028,Mesin Bor Listrik Impact Drill TS-327,Ryu,tools & machinery,3409684.97,1.0,"Mesin bor listrik impact Ryu model TS-327 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-029,Mesin Gerinda Tangan Angle Grinder TS-328,Bosch,tools & machinery,1501559.12,1.0,Mesin gerinda potong tangan Bosch tipe TS-328 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-030,Obeng Set Magnetic 24 pcs,Makita,tools & machinery,1365481.13,1.0,Paket obeng set magnetik Makita isi 24 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-031,Kunci Inggris Chrome 10 Inch,DeWalt,tools & machinery,1607307.41,1.0,Kunci pas inggris adjustable DeWalt ukuran 10 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-032,Tang Kombinasi Insulasi 12 Inch,Stanley,tools & machinery,4716797.53,1.0,Tang kombinasi serbaguna Stanley ukuran 12 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-033,Palu Kambing Claw Hammer 16 oz,Kenmaster,tools & machinery,542578.97,1.0,Palu kambing pencabut paku Kenmaster berat 16 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-034,Gergaji Kayu Hand Saw 8 Inch,Tekiro,tools & machinery,2263508.86,1.0,Gergaji potong kayu manual Tekiro panjang 8 inch dengan mata pisau tajam presisi tinggi.
TM-035,Meteran Gulung Steel Tape 10m,Ryu,tools & machinery,479957.55,1.0,Meteran gulung baja Ryu panjang 10 meter dengan penguncian otomatis dan klip sabuk.
TM-036,Kotak Perkakas Tool Box Plastik 12,Bosch,tools & machinery,96271.15,1.0,Kotak penyimpanan perkakas tool box Bosch ukuran 12 dari plastik tebal kokoh dengan sekat organizer baut.
TM-037,Mesin Bor Listrik Impact Drill TS-336,Makita,tools & machinery,3633849.69,1.0,"Mesin bor listrik impact Makita model TS-336 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-038,Mesin Gerinda Tangan Angle Grinder TS-337,DeWalt,tools & machinery,876576.17,1.0,Mesin gerinda potong tangan DeWalt tipe TS-337 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-039,Obeng Set Magnetic 6 pcs,Stanley,tools & machinery,2483360.37,1.0,Paket obeng set magnetik Stanley isi 6 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-040,Kunci Inggris Chrome 8 Inch,Kenmaster,tools & machinery,1405150.69,1.0,Kunci pas inggris adjustable Kenmaster ukuran 8 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-041,Tang Kombinasi Insulasi 10 Inch,Tekiro,tools & machinery,1827985.19,1.0,Tang kombinasi serbaguna Tekiro ukuran 10 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-042,Palu Kambing Claw Hammer 20 oz,Ryu,tools & machinery,3096760.55,1.0,Palu kambing pencabut paku Ryu berat 20 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-043,Gergaji Kayu Hand Saw 10 Inch,Bosch,tools & machinery,1547626.95,1.0,Gergaji potong kayu manual Bosch panjang 10 inch dengan mata pisau tajam presisi tinggi.
TM-044,Meteran Gulung Steel Tape 12m,Makita,tools & machinery,1921153.63,1.0,Meteran gulung baja Makita panjang 12 meter dengan penguncian otomatis dan klip sabuk.
TM-045,Kotak Perkakas Tool Box Plastik 10,DeWalt,tools & machinery,2173009.54,1.0,Kotak penyimpanan perkakas tool box DeWalt ukuran 10 dari plastik tebal kokoh dengan sekat organizer baut.
TM-046,Mesin Bor Listrik Impact Drill TS-345,Stanley,tools & machinery,3029943.95,1.0,"Mesin bor listrik impact Stanley model TS-345 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-047,Mesin Gerinda Tangan Angle Grinder TS-346,Kenmaster,tools & machinery,916969.05,1.0,Mesin gerinda potong tangan Kenmaster tipe TS-346 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-048,Obeng Set Magnetic 24 pcs,Tekiro,tools & machinery,3683651.22,1.0,Paket obeng set magnetik Tekiro isi 24 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-049,Kunci Inggris Chrome 10 Inch,Ryu,tools & machinery,1902114.58,1.0,Kunci pas inggris adjustable Ryu ukuran 10 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-050,Tang Kombinasi Insulasi 12 Inch,Bosch,tools & machinery,4662713.41,1.0,Tang kombinasi serbaguna Bosch ukuran 12 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-051,Palu Kambing Claw Hammer 16 oz,Makita,tools & machinery,168638.48,1.0,Palu kambing pencabut paku Makita berat 16 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-052,Gergaji Kayu Hand Saw 8 Inch,DeWalt,tools & machinery,3995508.61,1.0,Gergaji potong kayu manual DeWalt panjang 8 inch dengan mata pisau tajam presisi tinggi.
TM-053,Meteran Gulung Steel Tape 10m,Stanley,tools & machinery,726024.34,1.0,Meteran gulung baja Stanley panjang 10 meter dengan penguncian otomatis dan klip sabuk.
TM-054,Kotak Perkakas Tool Box Plastik 12,Kenmaster,tools & machinery,3305261.64,1.0,Kotak penyimpanan perkakas tool box Kenmaster ukuran 12 dari plastik tebal kokoh dengan sekat organizer baut.
TM-055,Mesin Bor Listrik Impact Drill TS-354,Tekiro,tools & machinery,2264616.27,1.0,"Mesin bor listrik impact Tekiro model TS-354 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-056,Mesin Gerinda Tangan Angle Grinder TS-355,Ryu,tools & machinery,2550331.77,1.0,Mesin gerinda potong tangan Ryu tipe TS-355 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-057,Obeng Set Magnetic 6 pcs,Bosch,tools & machinery,3518614.24,1.0,Paket obeng set magnetik Bosch isi 6 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-058,Kunci Inggris Chrome 8 Inch,Makita,tools & machinery,3299992.17,1.0,Kunci pas inggris adjustable Makita ukuran 8 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-059,Tang Kombinasi Insulasi 10 Inch,DeWalt,tools & machinery,254933.08,1.0,Tang kombinasi serbaguna DeWalt ukuran 10 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-060,Palu Kambing Claw Hammer 20 oz,Stanley,tools & machinery,561014.7,1.0,Palu kambing pencabut paku Stanley berat 20 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-061,Gergaji Kayu Hand Saw 10 Inch,Kenmaster,tools & machinery,2570507.53,1.0,Gergaji potong kayu manual Kenmaster panjang 10 inch dengan mata pisau tajam presisi tinggi.
TM-062,Meteran Gulung Steel Tape 12m,Tekiro,tools & machinery,1976981.15,1.0,Meteran gulung baja Tekiro panjang 12 meter dengan penguncian otomatis dan klip sabuk.
TM-063,Kotak Perkakas Tool Box Plastik 10,Ryu,tools & machinery,2431958.43,1.0,Kotak penyimpanan perkakas tool box Ryu ukuran 10 dari plastik tebal kokoh dengan sekat organizer baut.
TM-064,Mesin Bor Listrik Impact Drill TS-363,Bosch,tools & machinery,611284.26,1.0,"Mesin bor listrik impact Bosch model TS-363 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-065,Mesin Gerinda Tangan Angle Grinder TS-364,Makita,tools & machinery,1738326.07,1.0,Mesin gerinda potong tangan Makita tipe TS-364 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-066,Obeng Set Magnetic 24 pcs,DeWalt,tools & machinery,2399146.97,1.0,Paket obeng set magnetik DeWalt isi 24 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-067,Kunci Inggris Chrome 10 Inch,Stanley,tools & machinery,368520.6,1.0,Kunci pas inggris adjustable Stanley ukuran 10 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-068,Tang Kombinasi Insulasi 12 Inch,Kenmaster,tools & machinery,4251178.74,1.0,Tang kombinasi serbaguna Kenmaster ukuran 12 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-069,Palu Kambing Claw Hammer 16 oz,Tekiro,tools & machinery,2596909.72,1.0,Palu kambing pencabut paku Tekiro berat 16 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-070,Gergaji Kayu Hand Saw 8 Inch,Ryu,tools & machinery,2151923.99,1.0,Gergaji potong kayu manual Ryu panjang 8 inch dengan mata pisau tajam presisi tinggi.
TM-071,Meteran Gulung Steel Tape 10m,Bosch,tools & machinery,3161759.98,1.0,Meteran gulung baja Bosch panjang 10 meter dengan penguncian otomatis dan klip sabuk.
TM-072,Kotak Perkakas Tool Box Plastik 12,Makita,tools & machinery,179939.64,1.0,Kotak penyimpanan perkakas tool box Makita ukuran 12 dari plastik tebal kokoh dengan sekat organizer baut.
TM-073,Mesin Bor Listrik Impact Drill TS-372,DeWalt,tools & machinery,2167729.86,1.0,"Mesin bor listrik impact DeWalt model TS-372 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-074,Mesin Gerinda Tangan Angle Grinder TS-373,Stanley,tools & machinery,1416982.08,1.0,Mesin gerinda potong tangan Stanley tipe TS-373 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-075,Obeng Set Magnetic 6 pcs,Kenmaster,tools & machinery,963255.58,1.0,Paket obeng set magnetik Kenmaster isi 6 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-076,Kunci Inggris Chrome 8 Inch,Tekiro,tools & machinery,600786.43,1.0,Kunci pas inggris adjustable Tekiro ukuran 8 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-077,Tang Kombinasi Insulasi 10 Inch,Ryu,tools & machinery,1964593.93,1.0,Tang kombinasi serbaguna Ryu ukuran 10 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-078,Palu Kambing Claw Hammer 20 oz,Bosch,tools & machinery,1782605.15,1.0,Palu kambing pencabut paku Bosch berat 20 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-079,Gergaji Kayu Hand Saw 10 Inch,Makita,tools & machinery,4596259.01,1.0,Gergaji potong kayu manual Makita panjang 10 inch dengan mata pisau tajam presisi tinggi.
TM-080,Meteran Gulung Steel Tape 12m,DeWalt,tools & machinery,620183.11,1.0,Meteran gulung baja DeWalt panjang 12 meter dengan penguncian otomatis dan klip sabuk.
TM-081,Kotak Perkakas Tool Box Plastik 10,Stanley,tools & machinery,1888464.64,1.0,Kotak penyimpanan perkakas tool box Stanley ukuran 10 dari plastik tebal kokoh dengan sekat organizer baut.
TM-082,Mesin Bor Listrik Impact Drill TS-381,Kenmaster,tools & machinery,2996254.18,1.0,"Mesin bor listrik impact Kenmaster model TS-381 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-083,Mesin Gerinda Tangan Angle Grinder TS-382,Tekiro,tools & machinery,2451317.62,1.0,Mesin gerinda potong tangan Tekiro tipe TS-382 dengan pelindung keamanan dan motor bertenaga tinggi.
TM-084,Obeng Set Magnetic 24 pcs,Ryu,tools & machinery,1469064.65,1.0,Paket obeng set magnetik Ryu isi 24 pieces berbahan baja Chrome Vanadium (Cr-V) yang kuat dan tahan lama.
TM-085,Kunci Inggris Chrome 10 Inch,Bosch,tools & machinery,3110370.54,1.0,Kunci pas inggris adjustable Bosch ukuran 10 inch berlapis krom anti-karat untuk keperluan perkakas rumah tangga.
TM-086,Tang Kombinasi Insulasi 12 Inch,Makita,tools & machinery,712894.86,1.0,Tang kombinasi serbaguna Makita ukuran 12 inch dengan gagang terisolasi karet anti-setrum nyaman digenggam.
TM-087,Palu Kambing Claw Hammer 16 oz,DeWalt,tools & machinery,3434518.97,1.0,Palu kambing pencabut paku DeWalt berat 16 oz dengan gagang serat kaca (fiberglass) penyerap getaran.
TM-088,Gergaji Kayu Hand Saw 8 Inch,Stanley,tools & machinery,865413.57,1.0,Gergaji potong kayu manual Stanley panjang 8 inch dengan mata pisau tajam presisi tinggi.
TM-089,Meteran Gulung Steel Tape 10m,Kenmaster,tools & machinery,197331.11,1.0,Meteran gulung baja Kenmaster panjang 10 meter dengan penguncian otomatis dan klip sabuk.
TM-090,Kotak Perkakas Tool Box Plastik 12,Tekiro,tools & machinery,3911375.08,1.0,Kotak penyimpanan perkakas tool box Tekiro ukuran 12 dari plastik tebal kokoh dengan sekat organizer baut.
TM-091,Mesin Bor Listrik Impact Drill TS-390,Ryu,tools & machinery,602036.02,1.0,"Mesin bor listrik impact Ryu model TS-390 untuk pengeboran tembok, kayu, dan besi dengan kontrol kecepatan variabel."
TM-092,Mesin Gerinda Tangan Angle Grinder TS-391,Bosch,tools & machinery,2747644.01,1.0,Mesin gerinda potong tangan Bosch tipe TS-391 dengan pelindung keamanan dan motor bertenaga tinggi.
